last_name,first_name,employer,billed_amount,payment_amount,invoice_date,last_payment_date,city,state,zip_code
Botsford,Sylvan,North Central Positronics,936.2,118.1,"Mon, 6 Jun 2011 00:00:00 +0000","Sun, 30 May 2010 00:00:00 +0000",Ponte Vedra,FL,32082
Murphy,Kelsi,Western Gas & Electric,911.7,422.3,"Sun, 28 Mar 2010 00:00:00 +0000","Wed, 3 Mar 2010 00:00:00 +0000",Palm Harbor,FL,34684
Jaskolski,Kurt,Sombra Corporation,280.0,777.8,"Thu, 13 Jan 2011 00:00:00 +0000","Thu, 21 Jan 2010 00:00:00 +0000",Boca Raton,FL,33486
Rau,Randal,Sample Company,580.6,412.4,"Mon, 20 Jun 2011 00:00:00 +0000","Sat, 3 Jul 2010 00:00:00 +0000",Amelia Island,FL,32034
Mosciski,Lauretta,Praxis Corporation,593.5,325.5,"Thu, 15 Sep 2011 00:00:00 +0000","Fri, 8 Oct 2010 00:00:00 +0000",Ponte Vedra,FL,32082
King,Kyleigh,Gringotts,561.3,351.7,"Sat, 1 Jan 2011 00:00:00 +0000","Wed, 21 Jul 2010 00:00:00 +0000",Pembroke Pines,FL,33028
Langworth,Dallin,Foo Bars,71.6,537.3,"Tue, 4 May 2010 00:00:00 +0000","Sun, 21 Feb 2010 00:00:00 +0000",Ft Myers,FL,33901
Armstrong,Karlee,Praxis Corporation,391.1,476.9,"Wed, 7 Mar 2012 00:00:00 +0000","Sat, 2 Jul 2011 00:00:00 +0000",Ft Myers,FL,33901
Swift,Amely,Demo Company,43.8,540.6,"Tue, 15 Nov 2011 00:00:00 +0000","Sun, 21 Mar 2010 00:00:00 +0000",Naples,FL,34110
Romaguera,Laverne,Gringotts,83.5,377.9,"Wed, 19 May 2010 00:00:00 +0000","Mon, 8 Mar 2010 00:00:00 +0000",Tallahassee,FL,32308
Bernhard,Brionna,LuthorCorp,971.4,714.9,"Fri, 1 Jul 2011 00:00:00 +0000","Tue, 27 Apr 2010 00:00:00 +0000",Boca Raton,FL,33486
Greenfelder,Susie,Mooby Corp,237.9,138.8,"Wed, 30 Jun 2010 00:00:00 +0000","Thu, 27 May 2010 00:00:00 +0000",Aventura,FL,33180
Renner,Fred,Western Gas & Electric,521.8,229.6,"Sun, 25 Apr 2010 00:00:00 +0000","Thu, 11 Feb 2010 00:00:00 +0000",Boca Raton,FL,33486
Breitenberg,Cara,Acme Corp,663.7,768.6,"Fri, 30 Mar 2012 00:00:00 +0000","Sun, 14 Aug 2011 00:00:00 +0000",Aventura,FL,33180
Gleason,Summer,Fake Brothers,663.3,436.2,"Thu, 28 Oct 2010 00:00:00 +0000","Wed, 17 Mar 2010 00:00:00 +0000",New Port Richey,FL,34655
Gorczany,Merritt,"Acme, inc.",966.9,767.5,"Thu, 1 Mar 2012 00:00:00 +0000","Sat, 10 Sep 2011 00:00:00 +0000",Ponte Vedra,FL,32082
Treutel,Johanna,Mooby Corp,453.4,192.0,"Sun, 23 May 2010 00:00:00 +0000","Tue, 12 Jan 2010 00:00:00 +0000",Pensacola,FL,32503
Lebsack,Wilber,ABC Telecom,152.8,473.6,"Fri, 14 Jan 2011 00:00:00 +0000","Fri, 8 Jan 2010 00:00:00 +0000",Marianna,FL,32446
Kris,Grant,Wayne Enterprises,972.6,382.6,"Mon, 18 Apr 2011 00:00:00 +0000","Mon, 7 Feb 2011 00:00:00 +0000",Jacksonville,FL,32209
McKenzie,Casandra,Sample Company,438.9,265.2,"Sun, 24 Oct 2010 00:00:00 +0000","Tue, 18 May 2010 00:00:00 +0000",Tallahassee,FL,32308
Runte,Kathryne,Wayne Enterprises,491.5,137.1,"Mon, 11 Jan 2010 00:00:00 +0000","Tue, 5 Jan 2010 00:00:00 +0000",West Palm Beach,FL,33401
Durgan,Soledad,Smith and Co.,505.7,261.4,"Sat, 24 Dec 2011 00:00:00 +0000","Sun, 20 Feb 2011 00:00:00 +0000",Tallahassee,FL,32308
Rath,Joelle,Wentworth Industries,215.4,536.3,"Fri, 7 Oct 2011 00:00:00 +0000","Sat, 28 May 2011 00:00:00 +0000",Amelia Island,FL,32034
McLaughlin,Meggie,123 Warehousing,551.3,336.0,"Mon, 6 Sep 2010 00:00:00 +0000","Thu, 11 Mar 2010 00:00:00 +0000",Amelia Island,FL,32034
Harber,Aracely,LuthorCorp,536.0,478.8,"Sun, 22 Jan 2012 00:00:00 +0000","Sat, 7 Aug 2010 00:00:00 +0000",Boca Raton,FL,33486
Turner,Liliana,North Central Positronics,932.3,870.7,"Thu, 29 Sep 2011 00:00:00 +0000","Sat, 3 Apr 2010 00:00:00 +0000",Fort Walton Beach,FL,32548
Runolfsson,Edwin,Omni Consimer Products,106.1,558.2,"Wed, 19 May 2010 00:00:00 +0000","Wed, 31 Mar 2010 00:00:00 +0000",Fort Walton Beach,FL,32548
Moen,Myra,Globex Corporation,902.0,992.3,"Thu, 22 Sep 2011 00:00:00 +0000","Fri, 7 Jan 2011 00:00:00 +0000",West Palm Beach,FL,33401
Erdman,Sylvia,Globex Corporation,555.8,562.3,"Thu, 29 Dec 2011 00:00:00 +0000","Mon, 14 Jun 2010 00:00:00 +0000",Melbourne,FL,32940
Shanahan,Adrien,Gringotts,505.1,267.9,"Fri, 27 Jan 2012 00:00:00 +0000","Sun, 25 Dec 2011 00:00:00 +0000",Englewood,FL,34223
Feeney,Mathew,LexCorp,235.1,505.7,"Sun, 23 Jan 2011 00:00:00 +0000","Mon, 29 Nov 2010 00:00:00 +0000",Pensacola,FL,32504
Gorczany,Linnie,Gringotts,473.1,240.0,"Sat, 16 Apr 2011 00:00:00 +0000","Sun, 4 Apr 2010 00:00:00 +0000",Pensacola,FL,32503
Walter,Bulah,Gringotts,155.0,223.0,"Fri, 26 Nov 2010 00:00:00 +0000","Thu, 8 Jul 2010 00:00:00 +0000",Ft Myers,FL,33901
Klocko,Delilah,LexCorp,992.6,315.4,"Sat, 13 Feb 2010 00:00:00 +0000","Thu, 11 Feb 2010 00:00:00 +0000",Pembroke Pines,FL,33028
Grant,Althea,ABC Telecom,755.7,531.3,"Sun, 16 Jan 2011 00:00:00 +0000","Mon, 7 Jun 2010 00:00:00 +0000",Naples,FL,34110
McCullough,Marguerite,LexCorp,235.7,763.6,"Tue, 29 Nov 2011 00:00:00 +0000","Sat, 28 May 2011 00:00:00 +0000",Tampa,FL,33606
Borer,Julianne,Mammoth Pictures,233.5,349.2,"Thu, 14 Jul 2011 00:00:00 +0000","Mon, 20 Sep 2010 00:00:00 +0000",Melbourne,FL,32940
Lindgren,Santina,LuthorCorp,527.5,754.6,"Thu, 22 Apr 2010 00:00:00 +0000","Wed, 17 Mar 2010 00:00:00 +0000",Ponte Vedra,FL,32082
Quitzon,Mara,Western Gas & Electric,410.9,853.7,"Tue, 14 Jun 2011 00:00:00 +0000","Mon, 7 Jun 2010 00:00:00 +0000",Jacksonville,FL,32204
Willms,Marshall,Fake Brothers,692.9,364.5,"Wed, 23 Nov 2011 00:00:00 +0000","Sun, 9 Oct 2011 00:00:00 +0000",Jacksonville,FL,32216
Kohler,Dion,Mr. Sparkle,229.3,522.3,"Sat, 26 Nov 2011 00:00:00 +0000","Fri, 5 Feb 2010 00:00:00 +0000",Pensacola,FL,32504
Ankunding,Davonte,Mooby Corp,208.9,463.8,"Fri, 29 Oct 2010 00:00:00 +0000","Tue, 4 May 2010 00:00:00 +0000",Fort Walton Beach,FL,32548
Torp,Winston,Widget Corp,444.6,956.5,"Sun, 24 Apr 2011 00:00:00 +0000","Sat, 10 Apr 2010 00:00:00 +0000",Tampa,FL,33606
Johnston,Efrain,Wentworth Industries,152.0,711.8,"Sun, 30 Oct 2011 00:00:00 +0000","Fri, 5 Aug 2011 00:00:00 +0000",Amelia Island,FL,32034
Larkin,Ubaldo,Wayne Enterprises,868.8,694.3,"Sat, 30 Oct 2010 00:00:00 +0000","Sun, 23 May 2010 00:00:00 +0000",Davie,FL,33331
Pacocha,Romaine,Gringotts,922.2,13.2,"Fri, 7 May 2010 00:00:00 +0000","Wed, 17 Feb 2010 00:00:00 +0000",Tampa,FL,33606
Greenholt,Abby,Wayne Enterprises,768.3,90.1,"Mon, 18 Oct 2010 00:00:00 +0000","Sun, 4 Jul 2010 00:00:00 +0000",Boca Raton,FL,33486
Hermann,Syble,Mooby Corp,499.0,354.2,"Thu, 13 Oct 2011 00:00:00 +0000","Fri, 27 Aug 2010 00:00:00 +0000",Palm Harbor,FL,34684
Ratke,Althea,Wentworth Industries,28.3,257.6,"Sat, 24 Apr 2010 00:00:00 +0000","Sun, 11 Apr 2010 00:00:00 +0000",New Port Richey,FL,34655
Ferry,Neva,Wentworth Industries,20.7,657.0,"Wed, 14 Mar 2012 00:00:00 +0000","Thu, 25 Mar 2010 00:00:00 +0000",Pembroke Pines,FL,33024
Jewess,Bryon,Acme Corp,695.9,391.8,"Tue, 18 May 2010 00:00:00 +0000","Mon, 11 Jan 2010 00:00:00 +0000",Tallahassee,FL,32308
Gaylord,Emmitt,Gringotts,19.5,656.6,"Wed, 29 Jun 2011 00:00:00 +0000","Tue, 13 Jul 2010 00:00:00 +0000",Pembroke Pines,FL,33024
Graham,Jazmin,Praxis Corporation,984.6,158.7,"Tue, 17 May 2011 00:00:00 +0000","Mon, 12 Jul 2010 00:00:00 +0000",Jacksonville,FL,32209
Bergstrom,Theodora,QWERTY Logistics,157.5,378.9,"Mon, 7 Mar 2011 00:00:00 +0000","Sun, 7 Mar 2010 00:00:00 +0000",Tallahassee,FL,32308
Lang,Millie,Widget Corp,265.6,286.9,"Thu, 8 Dec 2011 00:00:00 +0000","Sun, 16 May 2010 00:00:00 +0000",Naples,FL,34110
Friesen,Brian,Sample Company,106.5,342.5,"Tue, 20 Sep 2011 00:00:00 +0000","Wed, 17 Aug 2011 00:00:00 +0000",Ft Myers,FL,33901
Hermann,Ola,Sample Company,170.4,958.7,"Wed, 21 Jul 2010 00:00:00 +0000","Sat, 15 May 2010 00:00:00 +0000",Miami,FL,33173
Cummerata,Eugene,"Acme, inc.",588.1,965.5,"Sun, 15 May 2011 00:00:00 +0000","Sun, 13 Jun 2010 00:00:00 +0000",Hollywood,FL,33021
Williamson,Nelda,Mr. Sparkle,579.5,218.8,"Mon, 25 Jul 2011 00:00:00 +0000","Thu, 11 Feb 2010 00:00:00 +0000",West Palm Beach,FL,33401
Gislason,Gudrun,Strickland Propane,399.9,206.6,"Sat, 24 Mar 2012 00:00:00 +0000","Wed, 22 Feb 2012 00:00:00 +0000",New Port Richey,FL,34655
Hane,Lavinia,Widget Corp,705.8,403.5,"Fri, 8 Jul 2011 00:00:00 +0000","Tue, 8 Jun 2010 00:00:00 +0000",Englewood,FL,34223
Mitchell,Makenna,Wentworth Industries,161.2,839.6,"Fri, 17 Dec 2010 00:00:00 +0000","Sat, 7 Aug 2010 00:00:00 +0000",Fort Walton Beach,FL,32548
Nicolas,Katelin,Acme Corp,502.3,901.3,"Tue, 19 Oct 2010 00:00:00 +0000","Fri, 15 Oct 2010 00:00:00 +0000",Tampa,FL,33606
Walker,Madisen,Fake Brothers,928.2,378.4,"Fri, 2 Apr 2010 00:00:00 +0000","Tue, 26 Jan 2010 00:00:00 +0000",West Palm Beach,FL,33401
Cole,Thea,North Central Positronics,479.3,704.5,"Thu, 29 Apr 2010 00:00:00 +0000","Tue, 23 Feb 2010 00:00:00 +0000",Jacksonville,FL,32209
Purdy,Clovis,123 Warehousing,32.0,753.2,"Tue, 30 Nov 2010 00:00:00 +0000","Fri, 2 Jul 2010 00:00:00 +0000",Naples,FL,34110
Rosenbaum,Shyanne,Gringotts,512.3,432.9,"Sat, 21 Aug 2010 00:00:00 +0000","Fri, 19 Mar 2010 00:00:00 +0000",Melbourne,FL,32940
Brown,Dylan,Demo Company,461.6,899.5,"Tue, 9 Aug 2011 00:00:00 +0000","Sun, 16 May 2010 00:00:00 +0000",Tampa,FL,33606
Nitzsche,Kristoffer,LuthorCorp,199.0,188.2,"Fri, 7 Jan 2011 00:00:00 +0000","Fri, 1 Oct 2010 00:00:00 +0000",Pensacola,FL,32504
McClure,Ansley,"Acme, inc.",264.0,145.4,"Sun, 2 May 2010 00:00:00 +0000","Tue, 16 Mar 2010 00:00:00 +0000",Naples,FL,34110
Wehner,Isabel,Praxis Corporation,292.1,610.9,"Mon, 18 Jul 2011 00:00:00 +0000","Thu, 7 Jul 2011 00:00:00 +0000",Pensacola,FL,32503
Schuster,Milo,Bluth Company,421.3,76.1,"Sat, 4 Dec 2010 00:00:00 +0000","Tue, 4 May 2010 00:00:00 +0000",West Palm Beach,FL,33401
Eichmann,Lola,Smith and Co.,299.1,465.1,"Sun, 2 May 2010 00:00:00 +0000","Tue, 30 Mar 2010 00:00:00 +0000",Boca Raton,FL,33486
Wehner,Alejandra,LuthorCorp,254.1,665.2,"Thu, 15 Mar 2012 00:00:00 +0000","Fri, 12 Mar 2010 00:00:00 +0000",Amelia Island,FL,32034
Reilly,Micah,123 Warehousing,196.4,352.9,"Tue, 15 Feb 2011 00:00:00 +0000","Wed, 21 Jul 2010 00:00:00 +0000",Pensacola,FL,32503
O'Keefe,Quinton,Sample Company,108.6,312.9,"Thu, 26 Jan 2012 00:00:00 +0000","Wed, 22 Dec 2010 00:00:00 +0000",Aventura,FL,33180
Gutkowski,Ruth,Foo Bars,972.9,73.4,"Tue, 25 May 2010 00:00:00 +0000","Sat, 30 Jan 2010 00:00:00 +0000",Fort Walton Beach,FL,32548
Satterfield,Estella,Sample Company,188.8,719.8,"Wed, 28 Dec 2011 00:00:00 +0000","Thu, 27 Oct 2011 00:00:00 +0000",Davie,FL,33331
Langosh,Twila,Mr. Sparkle,402.1,654.1,"Sun, 26 Sep 2010 00:00:00 +0000","Wed, 2 Jun 2010 00:00:00 +0000",Palm Harbor,FL,34684
Gorczany,Kim,Fake Brothers,365.7,357.5,"Wed, 23 Feb 2011 00:00:00 +0000","Tue, 4 May 2010 00:00:00 +0000",New Port Richey,FL,34655
Kilback,Stefanie,Demo Company,37.8,607.3,"Thu, 11 Aug 2011 00:00:00 +0000","Tue, 19 Apr 2011 00:00:00 +0000",Hollywood,FL,33021
Hilll,Nikolas,QWERTY Logistics,159.0,965.9,"Mon, 28 Mar 2011 00:00:00 +0000","Sun, 14 Mar 2010 00:00:00 +0000",Jacksonville,FL,32209
Heaney,Hardy,Smith and Co.,234.6,103.9,"Wed, 10 Feb 2010 00:00:00 +0000","Sat, 9 Jan 2010 00:00:00 +0000",Sanford,FL,32771
Halvorson,Morgan,Smith and Co.,12.3,784.0,"Wed, 23 Feb 2011 00:00:00 +0000","Fri, 6 Aug 2010 00:00:00 +0000",Tallahassee,FL,32308
Huel,Anjali,Demo Company,709.3,351.8,"Sat, 20 Nov 2010 00:00:00 +0000","Thu, 7 Jan 2010 00:00:00 +0000",Ft Myers,FL,33901
Jast,Mack,Bluth Company,56.6,834.3,"Thu, 27 May 2010 00:00:00 +0000","Mon, 24 May 2010 00:00:00 +0000",New Port Richey,FL,34655
Lynch,Ben,North Central Positronics,7.9,398.4,"Thu, 11 Aug 2011 00:00:00 +0000","Wed, 19 May 2010 00:00:00 +0000",Jacksonville,FL,32216
Smitham,Claudie,123 Warehousing,104.8,24.7,"Wed, 31 Mar 2010 00:00:00 +0000","Wed, 31 Mar 2010 00:00:00 +0000",Naples,FL,34110
Lindgren,Gayle,Gringotts,879.6,391.1,"Sun, 14 Mar 2010 00:00:00 +0000","Tue, 26 Jan 2010 00:00:00 +0000",Palm Harbor,FL,34684
Trantow,Fabiola,Bluth Company,298.5,770.7,"Sat, 16 Oct 2010 00:00:00 +0000","Thu, 19 Aug 2010 00:00:00 +0000",Miai,FL,33173
Jacobi,General,Wentworth Industries,632.6,917.9,"Mon, 26 Mar 2012 00:00:00 +0000","Sat, 10 Sep 2011 00:00:00 +0000",West Palm Beach,FL,33401
O'Hara,Preston,Mr. Sparkle,96.2,197.3,"Fri, 13 Aug 2010 00:00:00 +0000","Mon, 22 Feb 2010 00:00:00 +0000",Naples,FL,34110
Wuckert,Rubye,123 Warehousing,184.9,695.2,"Sat, 16 Oct 2010 00:00:00 +0000","Tue, 20 Jul 2010 00:00:00 +0000",Amelia Island,FL,32034
Jakubowski,Shanon,Acme Corp,22.4,172.4,"Fri, 30 Mar 2012 00:00:00 +0000","Fri, 26 Aug 2011 00:00:00 +0000",Hollywood,FL,33021
Lynch,Luna,Fake Brothers,230.5,248.1,"Fri, 2 Mar 2012 00:00:00 +0000","Sun, 6 Nov 2011 00:00:00 +0000",Jacksonville,FL,32209
Wolf,Leonora,Widget Corp,139.6,25.6,"Wed, 10 Feb 2010 00:00:00 +0000","Thu, 7 Jan 2010 00:00:00 +0000",Pensacola,FL,32504
Feest,Jesus,Bluth Company,652.6,675.4,"Wed, 16 Nov 2011 00:00:00 +0000","Sat, 27 Mar 2010 00:00:00 +0000",Miami,FL,33173
Jones,Destini,Bluth Company,860.8,969.2,"Sat, 20 Mar 2010 00:00:00 +0000","Fri, 22 Jan 2010 00:00:00 +0000",Amelia Island,FL,32034
Denesik,Kaelyn,Mooby Corp,165.2,539.9,"Wed, 6 Oct 2010 00:00:00 +0000","Sat, 31 Jul 2010 00:00:00 +0000",Jacksonville,FL,32209
Dooley,Elaina,Water and Power,606.4,753.1,"Fri, 17 Feb 2012 00:00:00 +0000","Mon, 15 Mar 2010 00:00:00 +0000",Sanford,FL,32771
Harris,Lonie,Acme Corp,468.3,688.6,"Mon, 22 Feb 2010 00:00:00 +0000","Thu, 21 Jan 2010 00:00:00 +0000",Jacksonville,FL,32204
Jacobson,Nigel,Bluth Company,406.5,415.5,"Tue, 7 Sep 2010 00:00:00 +0000","Mon, 8 Feb 2010 00:00:00 +0000",Pensacola,FL,32504
Marquardt,Donna,Acme Corp,210.4,141.5,"Tue, 28 Sep 2010 00:00:00 +0000","Tue, 24 Aug 2010 00:00:00 +0000",Ft Myers,FL,33901
Jakubowski,Oleta,Wayne Enterprises,426.6,586.9,"Mon, 28 Jun 2010 00:00:00 +0000","Sat, 27 Feb 2010 00:00:00 +0000",Orange Park,FL,32073
Hayes,Gudrun,Mr. Sparkle,158.2,86.0,"Wed, 29 Jun 2011 00:00:00 +0000","Thu, 30 Dec 2010 00:00:00 +0000",Hollywood,FL,33021
Friesen,Ella,123 Warehousing,486.3,361.3,"Thu, 6 Jan 2011 00:00:00 +0000","Thu, 26 Aug 2010 00:00:00 +0000",Jacksonville,FL,32216
Heathcote,Octavia,Western Gas & Electric,397.3,449.9,"Fri, 2 Jul 2010 00:00:00 +0000","Sun, 21 Feb 2010 00:00:00 +0000",Jacksonville,FL,32209
Collins,Estevan,Water and Power,965.0,595.2,"Mon, 29 Aug 2011 00:00:00 +0000","Sat, 12 Jun 2010 00:00:00 +0000",Hollywood,FL,33021
Schamberger,Roxanne,Mammoth Pictures,388.2,728.8,"Tue, 2 Feb 2010 00:00:00 +0000","Mon, 25 Jan 2010 00:00:00 +0000",Jacksonville,FL,32204
Muller,Ilene,LexCorp,273.4,32.7,"Fri, 16 Dec 2011 00:00:00 +0000","Sat, 30 Jan 2010 00:00:00 +0000",Melbourne,FL,32940
Kutch,Bella,123 Warehousing,429.4,619.7,"Mon, 22 Nov 2010 00:00:00 +0000","Thu, 29 Apr 2010 00:00:00 +0000",Melbourne,FL,32940
Bahringer,Cyrus,Mammoth Pictures,847.6,994.0,"Thu, 30 Sep 2010 00:00:00 +0000","Tue, 7 Sep 2010 00:00:00 +0000",Marianna,FL,32446
Kerluke,Zackery,Acme Corp,82.4,214.3,"Fri, 31 Dec 2010 00:00:00 +0000","Wed, 16 Jun 2010 00:00:00 +0000",Aventura,FL,33180
Schiller,Jillian,Globex Corporation,573.4,124.2,"Sat, 25 Feb 2012 00:00:00 +0000","Mon, 25 Jul 2011 00:00:00 +0000",Palm Harbor,FL,34684
Abshire,Kaycee,Wentworth Industries,100.5,699.3,"Tue, 12 Apr 2011 00:00:00 +0000","Tue, 9 Feb 2010 00:00:00 +0000",Ponte Vedra,FL,32082
Kulas,Virgie,Praxis Corporation,199.3,167.2,"Tue, 21 Jun 2011 00:00:00 +0000","Sun, 7 Feb 2010 00:00:00 +0000",Pembroke Pines,FL,33024
Reynolds,Santina,LexCorp,217.0,602.1,"Sun, 23 May 2010 00:00:00 +0000","Sat, 16 Jan 2010 00:00:00 +0000",New Port Richey,FL,34655
Koelpin,Lawson,Water and Power,551.6,568.1,"Mon, 18 Jul 2011 00:00:00 +0000","Sat, 27 Mar 2010 00:00:00 +0000",Ft Myers,FL,33901
Littel,Maudie,Smith and Co.,827.4,729.2,"Sun, 8 May 2011 00:00:00 +0000","Sun, 26 Dec 2010 00:00:00 +0000",Pensacola,FL,32504
Pacocha,Christiana,Smith and Co.,193.0,50.9,"Fri, 4 Nov 2011 00:00:00 +0000","Sun, 13 Mar 2011 00:00:00 +0000",Miami,FL,33173
Murazik,Rosa,"Acme, inc.",102.8,13.6,"Sun, 30 Oct 2011 00:00:00 +0000","Fri, 22 Apr 2011 00:00:00 +0000",Fort Walton Beach,FL,32548
Stark,Eleazar,Praxis Corporation,444.8,442.5,"Sat, 7 Jan 2012 00:00:00 +0000","Thu, 23 Jun 2011 00:00:00 +0000",Boca Raton,FL,33486
Bosco,Ashtyn,Smith and Co.,108.7,980.1,"Mon, 8 Feb 2010 00:00:00 +0000","Thu, 28 Jan 2010 00:00:00 +0000",Miami,FL,33173
Lakin,Charles,"Sample, inc",492.5,426.7,"Sun, 17 Jul 2011 00:00:00 +0000","Wed, 5 May 2010 00:00:00 +0000",Jacksonville,FL,32216
Tillman,Lucious,Mr. Sparkle,233.4,459.8,"Tue, 9 Aug 2011 00:00:00 +0000","Wed, 2 Feb 2011 00:00:00 +0000",Amelia Island,FL,32034
Renner,Geraldine,LuthorCorp,456.2,793.6,"Wed, 20 Apr 2011 00:00:00 +0000","Fri, 25 Mar 2011 00:00:00 +0000",Palm Harbor,FL,34684
Hansen,Gerson,Fake Brothers,213.0,29.2,"Thu, 27 May 2010 00:00:00 +0000","Thu, 20 May 2010 00:00:00 +0000",Tampa,FL,33606
Hegmann,Lila,Mammoth Pictures,255.6,612.5,"Sun, 10 Oct 2010 00:00:00 +0000","Wed, 28 Apr 2010 00:00:00 +0000",Melbourne,FL,32940
Ondricka,Tyshawn,QWERTY Logistics,170.1,715.7,"Fri, 3 Feb 2012 00:00:00 +0000","Mon, 1 Mar 2010 00:00:00 +0000",Aventura,FL,33180
Greenholt,Sheridan,Western Gas & Electric,615.1,406.7,"Tue, 21 Feb 2012 00:00:00 +0000","Sun, 21 Nov 2010 00:00:00 +0000",Palm Harbor,FL,34684
Fahey,Tyler,LexCorp,711.0,771.6,"Thu, 7 Jan 2010 00:00:00 +0000","Sat, 2 Jan 2010 00:00:00 +0000",Palm Harbor,FL,34684
Farrell,Oliver,Fake Brothers,385.9,894.3,"Sat, 10 Mar 2012 00:00:00 +0000","Sun, 15 Jan 2012 00:00:00 +0000",Ft Myers,FL,33901
Buckridge,Casey,Wayne Enterprises,731.8,898.9,"Sun, 14 Aug 2011 00:00:00 +0000","Sat, 16 Jan 2010 00:00:00 +0000",New Port Richey,FL,34655
Emmerich,Wilhelm,QWERTY Logistics,56.4,348.6,"Wed, 7 Apr 2010 00:00:00 +0000","Mon, 15 Mar 2010 00:00:00 +0000",Miai,FL,33173
Thiel,Johathan,123 Warehousing,413.1,389.1,"Sun, 6 Nov 2011 00:00:00 +0000","Tue, 13 Jul 2010 00:00:00 +0000",Pensacola,FL,32503
Marquardt,Laurence,Omni Consimer Products,22.7,247.6,"Mon, 25 Jan 2010 00:00:00 +0000","Sat, 2 Jan 2010 00:00:00 +0000",Ponte Vedra,FL,32082
Beier,Lilla,ZiffCorp,737.6,60.8,"Mon, 12 Sep 2011 00:00:00 +0000","Wed, 5 Jan 2011 00:00:00 +0000",Englewood,FL,34223
Kuhlman,Mariano,Sample Company,816.0,882.3,"Tue, 12 Jul 2011 00:00:00 +0000","Sat, 11 Sep 2010 00:00:00 +0000",New Port Richey,FL,34655
Mayer,Tyrell,Gringotts,35.4,444.6,"Thu, 27 Oct 2011 00:00:00 +0000","Sat, 12 Feb 2011 00:00:00 +0000",Ft Myers,FL,33901
Kutch,Eveline,Globex Corporation,624.4,311.1,"Sun, 8 May 2011 00:00:00 +0000","Sun, 28 Mar 2010 00:00:00 +0000",West Palm Beach,FL,33401
Kling,Lorine,Wayne Enterprises,730.8,757.5,"Tue, 18 May 2010 00:00:00 +0000","Thu, 21 Jan 2010 00:00:00 +0000",Naples,FL,34110
Quitzon,Linda,Demo Company,365.5,61.5,"Sat, 31 Dec 2011 00:00:00 +0000","Fri, 30 Apr 2010 00:00:00 +0000",Sanford,FL,32771
Dach,Wilmer,Widget Corp,927.2,249.3,"Thu, 5 Aug 2010 00:00:00 +0000","Sun, 1 Aug 2010 00:00:00 +0000",Boca Raton,FL,33486
Pfeffer,Reynold,Sombra Corporation,26.4,936.1,"Wed, 25 Jan 2012 00:00:00 +0000","Fri, 11 Nov 2011 00:00:00 +0000",Miai,FL,33173
Jenkins,Lysanne,Widget Corp,137.9,335.3,"Fri, 9 Sep 2011 00:00:00 +0000","Fri, 22 Jul 2011 00:00:00 +0000",Tampa,FL,33606
Quigley,Madisyn,"Acme, inc.",662.3,295.3,"Thu, 29 Dec 2011 00:00:00 +0000","Wed, 21 Apr 2010 00:00:00 +0000",Jacksonville,FL,32204
Klocko,Jade,Mammoth Pictures,713.7,592.1,"Tue, 23 Aug 2011 00:00:00 +0000","Wed, 13 Oct 2010 00:00:00 +0000",West Palm Beach,FL,33401
O'Connell,Guido,"Sample, inc",846.8,860.4,"Wed, 1 Dec 2010 00:00:00 +0000","Mon, 31 May 2010 00:00:00 +0000",Tallahassee,FL,32308
Jacobi,Darrin,Mammoth Pictures,138.6,321.9,"Tue, 2 Mar 2010 00:00:00 +0000","Mon, 11 Jan 2010 00:00:00 +0000",Sanford,FL,32771
Weber,Adrianna,ZiffCorp,808.8,569.1,"Wed, 14 Apr 2010 00:00:00 +0000","Sun, 7 Feb 2010 00:00:00 +0000",Marianna,FL,32446
Donnelly,Dahlia,Water and Power,158.9,316.5,"Wed, 14 Sep 2011 00:00:00 +0000","Sun, 1 Aug 2010 00:00:00 +0000",Pembroke Pines,FL,33024
Kerluke,Kaci,Wentworth Industries,509.8,341.3,"Mon, 18 Jan 2010 00:00:00 +0000","Wed, 13 Jan 2010 00:00:00 +0000",Boca Raton,FL,33486
Davis,Elmira,Demo Company,500.7,259.1,"Sun, 22 May 2011 00:00:00 +0000","Sat, 4 Dec 2010 00:00:00 +0000",West Palm Beach,FL,33401
Cummerata,Priscilla,ABC Telecom,958.9,658.8,"Tue, 20 Sep 2011 00:00:00 +0000","Fri, 22 Jul 2011 00:00:00 +0000",Hollywood,FL,33021
Wolff,Joshua,"Sample, inc",629.3,414.8,"Mon, 9 Aug 2010 00:00:00 +0000","Fri, 28 May 2010 00:00:00 +0000",Miai,FL,33173
Labadie,Rosalinda,Demo Company,73.8,781.8,"Thu, 1 Jul 2010 00:00:00 +0000","Mon, 11 Jan 2010 00:00:00 +0000",Hollywood,FL,33021
Connelly,Belle,Mammoth Pictures,443.6,634.9,"Fri, 13 Jan 2012 00:00:00 +0000","Wed, 21 Apr 2010 00:00:00 +0000",Tampa,FL,33606
Quigley,Tierra,Strickland Propane,477.7,828.1,"Mon, 26 Dec 2011 00:00:00 +0000","Mon, 4 Jul 2011 00:00:00 +0000",Sanford,FL,32771
Schroeder,Marquise,Smith and Co.,840.2,102.3,"Mon, 25 Jul 2011 00:00:00 +0000","Tue, 22 Jun 2010 00:00:00 +0000",Jacksonville,FL,32216
